2.48379,-0.450411,0.861893,2.56562
1.34434,-0.181966,2.29206,20.2056
-166.916,1.58885,-1.50259,2.23818
-4.33378,-0.20899,3.74575,0.583794
-1.68857,0.829319,0.43045,-1.70786
-1.66564,1.26378,0.470922,5.37188
1.49136,1.34085,0.00956504,0.273123
-0.270017,0.717992,1.27457,6.09515
-0.631987,-1.14764,0.685891,1.37173
-0.83613,-0.987361,1.19977,18.0486
-5.3623,-2.49184,1.26227,2.70451
-0.356698,1.93032,-0.755905,1.21187
16.8713,0.78937,1.01923,-5.86707
-1.18125,-67.3492,2.13129,3.60172
-2.45951,-0.262013,1.37985,1.76546
0.284813,-1.45605,7.3813,2.40878
-1.14708,-1.56134,1.9471,3.09142
-1.33406,-0.170497,1.73074,-0.220807
-1.25858,0.562801,-8.53584,-0.896562
-0.266374,-5.20248,0.614131,1.57587
0.166127,-0.232705,4.45818,1.95604
1.13334,-0.510168,1.37735,-2.01058
0.253988,-0.447773,2.68362,2.83889
-0.766691,0.18873,-28.8912,5.47459
-0.21239,0.894116,1.79524,0.475556
-0.973732,0.721131,0.967309,1.48623
0.683346,-2.11013,2.23987,-10.2819
0.310738,-1.54447,-0.244906,1.77174
-1.65191,-2.84725,2.61289,5.27241
43.0871,0.45353,-0.125835,1.96188
5.70263,-23.15,3.18945,2.23203
2.19011,2.33146,-11.3983,2.81173
-2.1648,-0.200578,1.51952,-1.24328
15.9389,0.508091,1.31478,1.57111
-0.608402,-2.81827,-53.2575,1.45401
-0.375166,0.457295,-0.207785,1.44425
1.75028,-0.81516,2.1987,2.09589
-1.09316,-0.253615,2.45541,2.71706
-1.86535,-1.82849,1.35547,-1.12072
0.458239,-2.70139,0.442467,2.16114
-55.1088,1.77956,3.87602,-0.167375
-0.283641,0.688658,4.23327,3.69571
-6.95938,1.36571,4.39152,2.41828
-0.861174,-0.378478,1.80692,3.03163
4.70554,2.19648,1.67568,0.866463
0.280152,0.198987,2.57324,2.00738
5.13915,-4.84509,1.28905,2.79923
-1.63942,-0.0620665,1.91263,2.73559
7.4126,0.0703468,1.55643,-5.17477
1.60027,0.916784,0.405835,18.0553
0.326456,-4.59205,0.290318,1.02161
-1.03203,1.3138,-5.57161,-0.680953
-0.440936,0.510379,0.23738,0.773963
-0.803777,-1.92141,3.88698,0.178655
0.704974,-0.621252,1.49431,2.4071
-1.68856,-0.307333,1.33734,1.00728
0.713351,-1.66458,3.14773,0.765547
0.344567,-6.01599,0.366851,4.56759
-3.0208,-12.6111,1.59391,2.75694
0.0520156,0.501852,0.465353,3.0043
-0.303433,15.5334,10.1481,0.123596
7.80682,3.32891,1.91939,23.8091
-1.40933,-0.263372,-18.7945,9.11396
0.802163,1.83832,6.19892,0.840624
-1.94877,0.564874,28.7738,1.58319
-4.30816,0.582603,4.97215,3.91392
-1.75488,1.13902,1.07778,4.87636
-0.0448481,49.3005,1.77172,1.36231
-0.0421674,-0.555804,1.39487,1.05302
-0.821616,2.89168,2.79338,1.80355
-1.02598,-0.260766,0.103111,1.26836
0.950301,-2.89421,2.89724,3.00244
3.78037,0.134771,-3.70805,2.43226
0.899036,-19.046,2.96819,0.558702
-4.91487,1.40766,-115.818,5.71405
-0.236621,1.71351,0.510569,2.23075
0.800111,-2.86368,2.09128,1.53649
-3.8622,1.42164,1.55442,6.97701
0.0468961,-2.50609,-1.66874,2.87454
-39.7714,-1.3519,3.36144,4.38989
0.360713,-0.557405,2.54986,-8.63658
-0.420152,-0.0966754,1.61303,1.69229
-1.50159,-0.0960586,1.44255,1.4661
-0.0660964,-0.0135226,-0.0554719,2.36875
-1.09504,-4.23184,1.53935,2.13259
-0.10821,5.5125,0.714346,2.16857
-14.7815,0.351215,2.31208,2.1681
9.32793,0.286342,0.998129,3.26391
0.0504393,0.416355,1.12404,3.26217
2.62895,-6.05415,-1.44902,1.98234
-0.747186,-1.79806,2.35711,2.53871
5.90831,0.539308,0.651054,-9.46273
2.44462,-2.09487,1.63138,2.19949
1.5145,1.77218,2.95314,-4.50173
-0.479461,-1.56781,0.779681,0.907081
-0.777409,-7.63022,0.48693,0.652692
-0.328797,-0.692237,1.03952,0.0701609
-0.340962,-0.076617,4.23228,-1.51966
0.366488,1.64679,-3.0362,3.34616
1.2202,-0.566868,7.21183,-0.284333
0.00630539,0.711413,1.84409,4.55972
2.01336,-0.169283,0.312123,1.50889
0.677862,0.63681,22.6879,2.64549
0.678467,-0.91414,5.96773,-16.876
-0.159734,-8.05219,3.00425,1.43142
1.40566,-0.908116,-10.7084,0.258243
0.288468,-2.41325,1.88107,2.361
0.00271685,-10.6804,8.3446,1.39197
-0.447451,-0.657214,-3.38178,-12.3554
-0.842717,3.26595,0.246675,0.931795
1.35798,0.404656,1.98948,0.155723
6.34257,130.063,1.91495,0.136166
-0.311864,-15.1917,-7.49685,3.74237
-0.990204,0.22605,2.72421,-1.82793
-0.407672,-3.83555,2.30823,1.19484
0.0643872,-3.74454,0.996049,-5.39426
-0.292443,-2.33245,5.19046,2.00072
0.163452,-1.41506,1.9854,0.0292468
14.5276,0.686971,-262.155,-9.7121
1.99276,-123.371,-0.292116,-11.4107
0.55263,-1.67589,-0.523211,-17.8324
0.0999545,0.285792,-1.40028,-20.4034
-0.220528,0.0178247,2.14231,2.72877
-2.88279,0.803103,3.1444,0.58646
4.36015,2.96298,2.75253,1.9497
0.616751,-0.0191673,6.60537,-0.165368
-0.04626,0.0659258,-2.11579,0.501011
1.63891,-0.593674,0.530618,2.09834
2.28883,0.161673,9.57488,2.14843
0.792201,-3.72576,2.59926,1.73252
0.0604402,1.57323,2.40712,1.07898
1.26992,55.7165,9.70626,2.97898
-0.621858,1.80106,2.31328,2.38896
0.936681,-0.476405,0.828732,1.41015
-0.371899,0.753602,1.28056,1.65425
1.25648,0.955842,0.779134,3.1474
2.71458,-5.51695,-1.54074,1.92521
0.335124,-0.44409,2.72556,0.477033
-0.231485,-2.55554,0.470439,-14.9774
-1.90995,2.87049,1.60706,2.24479
0.929162,0.451808,-1.6094,1.05605
-2.70468,0.106573,-1.00458,5.85393
-1.64291,1.53184,0.652158,1.30925
0.507754,0.963638,0.42694,8.8858
-0.778717,2.36622,18.3596,1.09195
1.91302,-37.6812,-0.10958,2.89929
-3.45957,-1.44443,0.693348,1.51489
-0.0896867,-1.1035,-1.38354,0.942534
-0.64587,1.89196,0.965235,3.3258
-6.53925,0.499882,1.70698,-1.63062
-0.7656,3.38442,2.12031,1.46332
0.0696118,-3.86539,1.70553,1.68433
0.454433,-37.6797,1.9322,0.575944
0.509443,0.553897,-0.135809,-2.03035
0.193518,0.0868132,-7.37234,0.529007
0.0800267,0.0251948,0.410675,1.4472
0.0501727,-1.51413,3.32496,-0.326717
-0.503339,3.99495,2.75747,-3.42162
2.00633,0.571976,1.02876,2.02347
-0.0958881,-1.93134,1.05135,1.45221
0.477719,3.64243,0.685394,1.06104
-1.50699,-0.120932,1.59229,3.11246
-0.802084,19.3812,0.286114,1.77975
-0.133061,-30.1077,12.0232,1.81379
-0.121937,1.46583,1.18869,1.78595
0.277284,0.452915,2.1762,1.2584
-1.08991,2.81707,2.70783,1.60153
-2.07244,1.72329,2.31213,1.97499
-8.84696,-0.154355,62.8019,3.42911
1.36338,-0.542979,3.42832,2.55714
-0.227977,0.198755,1.75796,1.6455
-1.08779,-0.843561,-0.301821,-6.39688
0.685517,-2.22431,-6.67647,1.84128
-8.27779,-1.22943,3.5541,3.17085
-23.0109,0.213606,0.142814,0.476409
-0.584511,0.596235,1.28268,0.920063
-0.232529,0.227652,3.31985,1.26189
-4.92274,0.241281,-0.82875,1.52235
0.806549,-2.85223,1.8211,2.97713
0.427878,-0.320013,0.802529,3.64263
1.10523,-11.0177,1.09954,-0.507552
-0.505078,2.03404,-37.9317,1.11983
0.667848,-1.24509,2.60195,0.166528
0.993865,-0.0782151,-20.0011,3.87636
1.53279,0.426028,4.89112,2.49758
0.774981,0.0385718,1.80034,1.61328
-2.09575,-0.781983,-263.655,0.97748
-0.861263,121.471,1.478,7.94811
-1.16442,7.18181,2.09524,0.704587
-0.448653,-2.85465,4.44014,-379.551
-3.03206,0.38941,3.63113,1.60287
-8.30728,0.25587,2.09963,0.792692
0.0113791,-0.0673135,1.71202,-5.52605
-1.32458,-0.40826,-0.912632,1.5397
-1.17697,-0.960055,6.43241,0.591144
0.284491,0.223147,2.06388,0.603123
-1.92048,-8.04307,0.336003,1.33195
-0.867349,10.7253,1.79564,2.41783
-5.21058,-0.0944532,-12.3214,1.29612
-3.66315,-0.485578,-1.18354,4.39757
-2.67061,-2.5915,1.03921,1.52098
0.475134,2.42941,-188.647,1.59644
-8.47789,1.50494,-0.219877,-13.6984
1.52263,-0.931637,0.956043,-2.88475
-1.47271,-0.18072,1.22259,0.931251
0.621322,-0.992806,-15.908,2.86248
0.628767,0.132671,-0.129735,3.2946
-0.806334,-1.76785,7.22857,1.65323
-1.52919,16.8621,5.74629,2.75211
-1.1753,0.276914,0.681685,1.14317
-1.84512,0.325631,-1.75051,3.14479
0.148067,5.78607,2.40039,-2.44293
-0.767746,-0.632816,-0.257441,0.747978
0.40767,3.15837,0.756138,4.71735
-0.781507,0.104479,2.50703,-101.71
-0.374406,-2.19724,0.728282,1.57226
-0.484842,0.408275,0.938377,2.01171
-0.354703,4.38935,-0.489474,2.9669
2.42127,1.16393,3.27588,0.568724
0.0335406,1.18205,1.09339,2.46159
0.712497,-6.09259,2.52885,-0.777098
128.535,-2.65333,-0.345554,1.01194
-0.504314,0.458075,0.357901,1.58361
12.9354,0.511761,69.1327,1.36402
