2.05725,0.527162,1.51992,1.30346
1.5563,0.0505729,1.34696,1.28204
1.38183,1.22659,1.62178,1.38925
2.9286,1.84242,1.43087,1.69079
0.532694,1.25799,1.57123,1.60283
0.295061,0.286028,0.981748,1.58078
0.440821,0.870534,1.24623,1.37614
1.2888,0.986826,1.27445,1.52524
1.73615,0.263736,1.41303,1.62469
0.696492,0.592214,1.09862,1.29558
1.00352,1.64099,1.35418,1.55559
2.17189,0.183536,1.4188,1.45786
0.325537,0.72879,1.31865,1.57444
0.0533393,1.84659,1.2057,1.69845
0.0354691,0.831546,1.35877,1.47875
0.665771,0.840187,1.0581,1.41351
0.96948,0.709237,1.28556,1.43893
0.188407,0.472988,1.77199,1.48451
4.34924,0.617527,1.58166,1.48502
0.223867,2.15032,1.99691,1.42816
0.459618,0.344138,1.75028,1.58021
0.433113,0.126057,1.70438,1.51863
1.49645,1.10541,1.57356,1.46455
1.21576,0.766683,0.821653,1.57642
4.89107,1.52996,1.10229,1.48073
0.256691,0.239956,1.87866,1.49041
0.98468,1.49512,2.02625,1.57174
0.236503,0.756028,1.44695,1.32034
0.699683,0.111751,1.72107,1.7024
0.248234,1.75483,1.94911,1.44736
0.191074,0.356602,2.14296,1.52348
2.33745,1.89483,1.39529,1.62321
0.313834,0.733854,1.40781,1.43712
2.40891,0.770684,1.48048,1.39639
1.94315,0.659807,1.81724,1.43137
0.676389,0.596276,1.70927,1.46165
0.0233585,1.57055,1.88685,1.42782
2.26601,0.835048,1.27572,1.48742
0.0738212,0.609038,1.68616,1.6587
0.0051703,0.743541,1.26694,1.51865
0.162278,1.7073,1.47464,1.57099
0.108618,1.99737,1.12511,1.52233
0.201131,0.702578,1.50693,1.48785
2.30014,1.03029,1.09828,1.47369
1.74899,0.693014,1.36985,1.44744
0.779965,2.57606,1.28211,1.47299
0.66391,0.469362,1.34477,1.51532
0.0294754,1.19556,2.3784,1.26533
0.238748,0.486847,1.31124,1.53267
1.58658,1.29972,1.53537,1.55382
0.246198,0.972764,1.04099,1.70371
0.354576,0.867024,0.974984,1.32606
1.29245,1.77692,1.62961,1.39722
0.478671,1.21974,1.4197,1.31626
2.09318,0.144207,0.987637,1.73205
0.968001,0.678442,1.57724,1.57942
0.0762793,0.523358,1.54267,1.36531
1.92224,1.75214,1.59348,1.48701
2.65035,0.920469,1.34958,1.46016
2.144,0.386004,1.20323,1.38802
0.0600886,0.806209,0.998529,1.60371
0.677263,0.163384,1.66638,1.62959
